Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Language,Citations,Reference,Abstract,DOI,Publication type,Open Access,EID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Author Keyword
HDAC inhibition leads to age-dependent opposite regenerative effect upon PTEN deletion in rubrospinal axons after SCI,"Seira, O., Wang, W., Lee, S., Roskams, J., Tetzlaff, W.",5,36437667900| 7501752805| 57216443847| 55889287500| 7006262846,2020,2020-06-01,Neurobiology of Aging,English,2,"Seira, O., Wang, W., Lee, S. and 2 more (...) (2020).HDAC inhibition leads to age-dependent opposite regenerative effect upon PTEN deletion in rubrospinal axons after SCI. Neurobiology of Aging,9099-109",https://www.scopus.com/record/display.url?eid=2-s2.0-85081921921&origin=resultslist,10.1016/j.neurobiolaging.2020.02.006,Article,,2-s2.0-85081921921,PLA General Hospital of Chengdu Military Region| University of British Columbia| University of Washington,3,60193424| 60010365| 60010365| 60073502| 60010365| 60015481| 60010365,International Collaboration on Repair Discoveries| The University of British Columbia| The University of British Columbia| General Hospital of Chengdu Military Command| The University of British Columbia| University of Washington| The University of British Columbia,36437667900,7006262846,36437667900,-,China| United States| Canada,Angela Jane I. Roskams
Galvanic Vestibular Stimulation: Data Analysis and Applications in Neurorehabilitation,"Liu, A., Lee, S., Chen, X., McKeown, M.J., Wang, Z.J.",5,54397386900| 56503487900| 36456894700| 7005375626| 11241026700,2021,2021-07-01,IEEE Signal Processing Magazine,English,2,"Liu, A., Lee, S., Chen, X. and 2 more (...) (2021).Galvanic Vestibular Stimulation: Data Analysis and Applications in Neurorehabilitation. IEEE Signal Processing Magazine,38(4) 54-64",https://www.scopus.com/record/display.url?eid=2-s2.0-85112846447&origin=resultslist,10.1109/MSP.2021.3074355,Article,,2-s2.0-85112846447,University of Science and Technology of China| University of Oxford| University of British Columbia,3,60121741| 60019118| 60026851| 60002634| 60019118| 60121741| 100349691| 60010365,The First Affiliated Hospital of USTC| University of Science and Technology of China| University of Oxford| University of Oxford Medical Sciences Division| University of Science and Technology of China| The First Affiliated Hospital of USTC| Pacific Parkinson's Research Centre| The University of British Columbia,54397386900,11241026700,-,-,United Kingdom| China| Canada,Z. Jane Wang
Galvanic Vestibular Stimulation: Data Analysis and Applications in Neurorehabilitation,"Liu, A., Lee, S., Chen, X., McKeown, M.J., Wang, Z.J.",5,54397386900| 56503487900| 36456894700| 7005375626| 11241026700,2021,2021-07-01,IEEE Signal Processing Magazine,English,2,"Liu, A., Lee, S., Chen, X. and 2 more (...) (2021).Galvanic Vestibular Stimulation: Data Analysis and Applications in Neurorehabilitation. IEEE Signal Processing Magazine,38(4) 54-64",https://www.scopus.com/record/display.url?eid=2-s2.0-85112846447&origin=resultslist,10.1109/MSP.2021.3074355,Article,,2-s2.0-85112846447,University of Science and Technology of China| University of Oxford| University of British Columbia,3,60121741| 60019118| 60026851| 60002634| 60019118| 60121741| 100349691| 60010365,The First Affiliated Hospital of USTC| University of Science and Technology of China| University of Oxford| University of Oxford Medical Sciences Division| University of Science and Technology of China| The First Affiliated Hospital of USTC| Pacific Parkinson's Research Centre| The University of British Columbia,54397386900,11241026700,-,-,United Kingdom| China| Canada,Martin McKeown
Parcellation of functional sub-regions from fMRI: A graph clustering based approach,"Haq, N.F., Tan, S.N., McKeown, M.J., Wang, Z.J.",4,56199020400| 24512575100| 7005375626| 11241026700,2019,2019-03-01,Biomedical Signal Processing and Control,English,2,"Haq, N.F., Tan, S.N., McKeown, M.J. and 1 more (...) (2019).Parcellation of functional sub-regions from fMRI: A graph clustering based approach. Biomedical Signal Processing and Control,49181-191",https://www.scopus.com/record/display.url?eid=2-s2.0-85058373107&origin=resultslist,10.1016/j.bspc.2018.11.007,Article,,2-s2.0-85058373107,University of British Columbia,1,60010365,The University of British Columbia,56199020400,11241026700,56199020400,-,Canada,Z. Jane Wang
Parcellation of functional sub-regions from fMRI: A graph clustering based approach,"Haq, N.F., Tan, S.N., McKeown, M.J., Wang, Z.J.",4,56199020400| 24512575100| 7005375626| 11241026700,2019,2019-03-01,Biomedical Signal Processing and Control,English,2,"Haq, N.F., Tan, S.N., McKeown, M.J. and 1 more (...) (2019).Parcellation of functional sub-regions from fMRI: A graph clustering based approach. Biomedical Signal Processing and Control,49181-191",https://www.scopus.com/record/display.url?eid=2-s2.0-85058373107&origin=resultslist,10.1016/j.bspc.2018.11.007,Article,,2-s2.0-85058373107,University of British Columbia,1,60010365,The University of British Columbia,56199020400,11241026700,56199020400,-,Canada,Martin McKeown
"Reshaping the path of mild cognitive impairment by refining exercise prescription: a study protocol of a randomized controlled trial to understand the “what,” “for whom,” and “how” of exercise to promote cognitive function","Barha, C.K., Falck, R.S., Best, J.R., Nagamatsu, L.S., Hsiung, G.-Y.R., Sheel, A.W., Hsu, C.L., Kramer, A.F., Voss, M.W., Erickson, K.I., Davis, J.C., Shoemaker, J.K., Boyd, L., Crockett, R.A., ten Brinke, L., Bherer, L., Singer, J., Galea, L.A.M., Jacova, C., Bullock, A., Grant, S., Liu-Ambrose, T.",22,22978272300| 56562734400| 34771258200| 25633967500| 7005203713| 6604075865| 36138607800| 57203070893| 15761162900| 7101770339| 8850059400| 57614150900| 7101895712| 57220350009| 56092595900| 6603609549| 57225848544| 7004079043| 8655210500| 57201084231| 57213285358| 6603112417,2022,2022-12-01,Trials,English,2,"Barha, C.K., Falck, R.S., Best, J.R. and 19 more (...) (2022).Reshaping the path of mild cognitive impairment by refining exercise prescription: a study protocol of a randomized controlled trial to understand the “what,” “for whom,” and “how” of exercise to promote cognitive function. Trials,23(1)",https://www.scopus.com/record/display.url?eid=2-s2.0-85138128984&origin=resultslist,10.1186/s13063-022-06699-7,Article,Gold|Green,2-s2.0-85138128984,Harvard University| University of Montreal| Simon Fraser University| Pacific University Oregon| University of Pittsburgh| University of British Columbia| Carnegie Mellon University| Northeastern University| University of Illinois at Urbana-Champaign| University of Iowa| Western University,11,60010365| 60010365| 60083635| 60086833| 60193419| 60018491| 60018491| 60023077| 60010365| 60010884| 60010884| 60023077| 60010365| 60010365| 60002746| 60028628| 60000745| 60024324| 60024324| 60015543| 60015543| 60136673| 60136673| 113404633| 60012967| 60009507| 60013278| 60022488| 60023077| 60010365| 60193420| 60010365| 60027504,"The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| Centre for Hip Health and Mobility| Vancouver Coastal Health Research Institute| Simon Fraser University| Simon Fraser University| University of British Columbia, Faculty of Medicine| The University of British Columbia| Western University| Western University| University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia| Harvard Medical School| Northeastern University| University of Illinois Urbana-Champaign| University of Iowa| University of Iowa| University of Pittsburgh| University of Pittsburgh| Center for the Neural Basis of Cognition| Center for the Neural Basis of Cognition| Neuroscience Institute| University of British Columbia Okanagan| University of Montreal| Institut de Cardiologie de Montreal| Institut Universitaire de Geriatrie de Montreal| University of British Columbia, Faculty of Medicine| The University of British Columbia| Centre for Health Evaluation and Outcome Sciences| The University of British Columbia| Pacific University",22978272300,6603112417,6603112417,-,United States| Canada,Lara A. Boyd
"Reshaping the path of mild cognitive impairment by refining exercise prescription: a study protocol of a randomized controlled trial to understand the “what,” “for whom,” and “how” of exercise to promote cognitive function","Barha, C.K., Falck, R.S., Best, J.R., Nagamatsu, L.S., Hsiung, G.-Y.R., Sheel, A.W., Hsu, C.L., Kramer, A.F., Voss, M.W., Erickson, K.I., Davis, J.C., Shoemaker, J.K., Boyd, L., Crockett, R.A., ten Brinke, L., Bherer, L., Singer, J., Galea, L.A.M., Jacova, C., Bullock, A., Grant, S., Liu-Ambrose, T.",22,22978272300| 56562734400| 34771258200| 25633967500| 7005203713| 6604075865| 36138607800| 57203070893| 15761162900| 7101770339| 8850059400| 57614150900| 7101895712| 57220350009| 56092595900| 6603609549| 57225848544| 7004079043| 8655210500| 57201084231| 57213285358| 6603112417,2022,2022-12-01,Trials,English,2,"Barha, C.K., Falck, R.S., Best, J.R. and 19 more (...) (2022).Reshaping the path of mild cognitive impairment by refining exercise prescription: a study protocol of a randomized controlled trial to understand the “what,” “for whom,” and “how” of exercise to promote cognitive function. Trials,23(1)",https://www.scopus.com/record/display.url?eid=2-s2.0-85138128984&origin=resultslist,10.1186/s13063-022-06699-7,Article,Gold|Green,2-s2.0-85138128984,Harvard University| University of Montreal| Simon Fraser University| Pacific University Oregon| University of Pittsburgh| University of British Columbia| Carnegie Mellon University| Northeastern University| University of Illinois at Urbana-Champaign| University of Iowa| Western University,11,60010365| 60010365| 60083635| 60086833| 60193419| 60018491| 60018491| 60023077| 60010365| 60010884| 60010884| 60023077| 60010365| 60010365| 60002746| 60028628| 60000745| 60024324| 60024324| 60015543| 60015543| 60136673| 60136673| 113404633| 60012967| 60009507| 60013278| 60022488| 60023077| 60010365| 60193420| 60010365| 60027504,"The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| Centre for Hip Health and Mobility| Vancouver Coastal Health Research Institute| Simon Fraser University| Simon Fraser University| University of British Columbia, Faculty of Medicine| The University of British Columbia| Western University| Western University| University of British Columbia, Faculty of Medicine| The University of British Columbia| The University of British Columbia| Harvard Medical School| Northeastern University| University of Illinois Urbana-Champaign| University of Iowa| University of Iowa| University of Pittsburgh| University of Pittsburgh| Center for the Neural Basis of Cognition| Center for the Neural Basis of Cognition| Neuroscience Institute| University of British Columbia Okanagan| University of Montreal| Institut de Cardiologie de Montreal| Institut Universitaire de Geriatrie de Montreal| University of British Columbia, Faculty of Medicine| The University of British Columbia| Centre for Health Evaluation and Outcome Sciences| The University of British Columbia| Pacific University",22978272300,6603112417,6603112417,-,United States| Canada,Liisa A. M. Galea
A heart beat rate detection framework using multiple nanofiber sensor signals,"Zou, L., Chen, X., Servati, A., Servati, P., McKeown, M.J.",5,55346583800| 36456894700| 56444420000| 6701751588| 7005375626,2014,2014-09-03,"2014 IEEE China Summit and International Conference on Signal and Information Processing, IEEE ChinaSIP 2014 - Proceedings",English,2,"Zou, L., Chen, X., Servati, A. and 2 more (...) (2014).A heart beat rate detection framework using multiple nanofiber sensor signals. 2014 IEEE China Summit and International Conference on Signal and Information Processing, IEEE ChinaSIP 2014 - Proceedings,242-246",https://www.scopus.com/record/display.url?eid=2-s2.0-84929408815&origin=resultslist,10.1109/ChinaSIP.2014.6889240,Conference Paper,,2-s2.0-84929408815,University of British Columbia,1,60010365| 60010365,The University of British Columbia| The University of British Columbia,55346583800,7005375626,-,-,Canada,Martin McKeown
A heart beat rate detection framework using multiple nanofiber sensor signals,"Zou, L., Chen, X., Servati, A., Servati, P., McKeown, M.J.",5,55346583800| 36456894700| 56444420000| 6701751588| 7005375626,2014,2014-09-03,"2014 IEEE China Summit and International Conference on Signal and Information Processing, IEEE ChinaSIP 2014 - Proceedings",English,2,"Zou, L., Chen, X., Servati, A. and 2 more (...) (2014).A heart beat rate detection framework using multiple nanofiber sensor signals. 2014 IEEE China Summit and International Conference on Signal and Information Processing, IEEE ChinaSIP 2014 - Proceedings,242-246",https://www.scopus.com/record/display.url?eid=2-s2.0-84929408815&origin=resultslist,10.1109/ChinaSIP.2014.6889240,Conference Paper,,2-s2.0-84929408815,University of British Columbia,1,60010365| 60010365,The University of British Columbia| The University of British Columbia,55346583800,7005375626,-,-,Canada,Peyman Servati
"Optogenetic modulation of glutamatergic afferents from the ventral subiculum to the nucleus accumbens: Effects on dopamine function, response vigor and locomotor activity","Lindenbach, D., Vacca, G., Ahn, S., Seamans, J.K., Phillips, A.G.",5,37665341100| 7101772651| 7401989984| 7003907622| 7401658611,2022,2022-09-26,Behavioural Brain Research,English,1,"Lindenbach, D., Vacca, G., Ahn, S. and 2 more (...) (2022).Optogenetic modulation of glutamatergic afferents from the ventral subiculum to the nucleus accumbens: Effects on dopamine function, response vigor and locomotor activity. Behavioural Brain Research,434",https://www.scopus.com/record/display.url?eid=2-s2.0-85135693500&origin=resultslist,10.1016/j.bbr.2022.114028,Article,,2-s2.0-85135693500,University of British Columbia,1,60010365| 60083635| 60023077,"The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| University of British Columbia, Faculty of Medicine",37665341100,7401658611,7003907622,-,Canada,Anthony G. Phillips
"Optogenetic modulation of glutamatergic afferents from the ventral subiculum to the nucleus accumbens: Effects on dopamine function, response vigor and locomotor activity","Lindenbach, D., Vacca, G., Ahn, S., Seamans, J.K., Phillips, A.G.",5,37665341100| 7101772651| 7401989984| 7003907622| 7401658611,2022,2022-09-26,Behavioural Brain Research,English,1,"Lindenbach, D., Vacca, G., Ahn, S. and 2 more (...) (2022).Optogenetic modulation of glutamatergic afferents from the ventral subiculum to the nucleus accumbens: Effects on dopamine function, response vigor and locomotor activity. Behavioural Brain Research,434",https://www.scopus.com/record/display.url?eid=2-s2.0-85135693500&origin=resultslist,10.1016/j.bbr.2022.114028,Article,,2-s2.0-85135693500,University of British Columbia,1,60010365| 60083635| 60023077,"The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| University of British Columbia, Faculty of Medicine",37665341100,7401658611,7003907622,-,Canada,Jeremy Keith Seamans
"Heantos-4, a natural plant extract used in the treatment of drug addiction, modulates T-type calcium channels and thalamocortical burst-firing","Cain, S.M., Ahn, S., Garcia, E., Zhang, Y., Waheed, Z., Tyson, J.R., Yang, Y., Van Sung, T., Phillips, A.G., Snutch, T.P.",10,16155302300| 7401989984| 55989748800| 57192248609| 57200548108| 7201985950| 57192237777| 55665723700| 7401658611| 35408131500,2016,2016-12-05,Molecular Brain,English,1,"Cain, S.M., Ahn, S., Garcia, E. and 7 more (...) (2016).Heantos-4, a natural plant extract used in the treatment of drug addiction, modulates T-type calcium channels and thalamocortical burst-firing. Molecular Brain,9(1)",https://www.scopus.com/record/display.url?eid=2-s2.0-85001958569&origin=resultslist,10.1186/s13041-016-0274-7,Article,Gold|Green,2-s2.0-85001958569,Vietnamese Academy of Science and Technology| University of British Columbia,2,60083635| 60011393| 60010365| 60010365| 60071359| 60071370,Djavad Mowafaghian Centre for Brain Health| Michael Smith Laboratories| The University of British Columbia| The University of British Columbia| Vietnam Academy of Science and Technology| Vietnamese Academy of Science and Technology Institute of Chemistry,16155302300,35408131500,35408131500,-,Viet Nam| Canada,Terrance P. Snutch
"Heantos-4, a natural plant extract used in the treatment of drug addiction, modulates T-type calcium channels and thalamocortical burst-firing","Cain, S.M., Ahn, S., Garcia, E., Zhang, Y., Waheed, Z., Tyson, J.R., Yang, Y., Van Sung, T., Phillips, A.G., Snutch, T.P.",10,16155302300| 7401989984| 55989748800| 57192248609| 57200548108| 7201985950| 57192237777| 55665723700| 7401658611| 35408131500,2016,2016-12-05,Molecular Brain,English,1,"Cain, S.M., Ahn, S., Garcia, E. and 7 more (...) (2016).Heantos-4, a natural plant extract used in the treatment of drug addiction, modulates T-type calcium channels and thalamocortical burst-firing. Molecular Brain,9(1)",https://www.scopus.com/record/display.url?eid=2-s2.0-85001958569&origin=resultslist,10.1186/s13041-016-0274-7,Article,Gold|Green,2-s2.0-85001958569,Vietnamese Academy of Science and Technology| University of British Columbia,2,60083635| 60011393| 60010365| 60010365| 60071359| 60071370,Djavad Mowafaghian Centre for Brain Health| Michael Smith Laboratories| The University of British Columbia| The University of British Columbia| Vietnam Academy of Science and Technology| Vietnamese Academy of Science and Technology Institute of Chemistry,16155302300,35408131500,35408131500,-,Viet Nam| Canada,Anthony G. Phillips
Connectivity-based parcellation of putamen using resting state fMRI data,"Zhang, Y., Liu, A., Tan, S.N., McKeown, M.J., Wang, Z.J.",5,56903445900| 54397386900| 24512575100| 7005375626| 11241026700,2015,2015-07-21,Proceedings - International Symposium on Biomedical Imaging,English,1,"Zhang, Y., Liu, A., Tan, S.N. and 2 more (...) (2015).Connectivity-based parcellation of putamen using resting state fMRI data. Proceedings - International Symposium on Biomedical Imaging,2015-34-37",https://www.scopus.com/record/display.url?eid=2-s2.0-84944317771&origin=resultslist,10.1109/ISBI.2015.7163810,Conference Paper,,2-s2.0-84944317771,University of British Columbia,1,60010365| 60010365,The University of British Columbia| The University of British Columbia,56903445900,11241026700,-,-,Canada,Z. Jane Wang
Connectivity-based parcellation of putamen using resting state fMRI data,"Zhang, Y., Liu, A., Tan, S.N., McKeown, M.J., Wang, Z.J.",5,56903445900| 54397386900| 24512575100| 7005375626| 11241026700,2015,2015-07-21,Proceedings - International Symposium on Biomedical Imaging,English,1,"Zhang, Y., Liu, A., Tan, S.N. and 2 more (...) (2015).Connectivity-based parcellation of putamen using resting state fMRI data. Proceedings - International Symposium on Biomedical Imaging,2015-34-37",https://www.scopus.com/record/display.url?eid=2-s2.0-84944317771&origin=resultslist,10.1109/ISBI.2015.7163810,Conference Paper,,2-s2.0-84944317771,University of British Columbia,1,60010365| 60010365,The University of British Columbia| The University of British Columbia,56903445900,11241026700,-,-,Canada,Martin McKeown
Assessing functional connectivity of brainstem nuclei in fMRI data,"Cai, J., Wang, Z.J., Lee, S., McKeown, M.J.",4,57192591314| 11241026700| 56503487900| 7005375626,2018,2018-03-07,"2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings",English,0,"Cai, J., Wang, Z.J., Lee, S. and 1 more (...) (2018).Assessing functional connectivity of brainstem nuclei in fMRI data. 2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings,2018-176-180",https://www.scopus.com/record/display.url?eid=2-s2.0-85048129312&origin=resultslist,10.1109/GlobalSIP.2017.8308627,Conference Paper,,2-s2.0-85048129312,University of British Columbia,1,60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia,57192591314,7005375626,-,-,Canada,Z. Jane Wang
Assessing functional connectivity of brainstem nuclei in fMRI data,"Cai, J., Wang, Z.J., Lee, S., McKeown, M.J.",4,57192591314| 11241026700| 56503487900| 7005375626,2018,2018-03-07,"2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings",English,0,"Cai, J., Wang, Z.J., Lee, S. and 1 more (...) (2018).Assessing functional connectivity of brainstem nuclei in fMRI data. 2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings,2018-176-180",https://www.scopus.com/record/display.url?eid=2-s2.0-85048129312&origin=resultslist,10.1109/GlobalSIP.2017.8308627,Conference Paper,,2-s2.0-85048129312,University of British Columbia,1,60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia,57192591314,7005375626,-,-,Canada,Martin McKeown
"Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders","Hu, H., Xiao, D., Rhodin, H., Murphy, T.H.",4,57871923500| 56677219300| 55860139200| 7401632487,2022,2022-08-27,Journal of Parkinson's disease,English,0,"Hu, H., Xiao, D., Rhodin, H. and 1 more (...) (2022).Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders. Journal of Parkinson's disease,1(1) 1-12",https://www.scopus.com/record/display.url?eid=2-s2.0-85137160709&origin=resultslist,10.3233/JPD-223351,Article,,2-s2.0-85137160709,University of British Columbia,1,60023077| 60010365| 60083635| 60010365| 60010365,"University of British Columbia, Faculty of Medicine| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia",57871923500,7401632487,-,-,Canada,Helge Rhodin
"Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders","Hu, H., Xiao, D., Rhodin, H., Murphy, T.H.",4,57871923500| 56677219300| 55860139200| 7401632487,2022,2022-08-27,Journal of Parkinson's disease,English,0,"Hu, H., Xiao, D., Rhodin, H. and 1 more (...) (2022).Towards a Visualizable, De-identified Synthetic Biomarker of Human Movement Disorders. Journal of Parkinson's disease,1(1) 1-12",https://www.scopus.com/record/display.url?eid=2-s2.0-85137160709&origin=resultslist,10.3233/JPD-223351,Article,,2-s2.0-85137160709,University of British Columbia,1,60023077| 60010365| 60083635| 60010365| 60010365,"University of British Columbia, Faculty of Medicine| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia",57871923500,7401632487,-,-,Canada,Timothy H. Murphy
Dopamine replacement remediates risk aversion in Parkinson's disease in a value-independent manner,"Cherkasova, M.V., Corrow, J.C., Taylor, A., Yeung, S.C., Stubbs, J.L., McKeown, M.J., Appel-Cresswell, S., Stoessl, A.J., Barton, J.J.S.",9,6602626118| 57105813000| 26649645100| 56304583000| 57199173174| 7005375626| 36237882900| 7004896118| 13612305800,2019,2019-09-01,Parkinsonism and Related Disorders,English,0,"Cherkasova, M.V., Corrow, J.C., Taylor, A. and 6 more (...) (2019).Dopamine replacement remediates risk aversion in Parkinson's disease in a value-independent manner. Parkinsonism and Related Disorders,66189-194",https://www.scopus.com/record/display.url?eid=2-s2.0-85071392193&origin=resultslist,10.1016/j.parkreldis.2019.08.014,Article,Green,2-s2.0-85071392193,University of British Columbia,1,60010365| 60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,6602626118,13612305800,6602626118,-,Canada,Martin McKeown
Dopamine replacement remediates risk aversion in Parkinson's disease in a value-independent manner,"Cherkasova, M.V., Corrow, J.C., Taylor, A., Yeung, S.C., Stubbs, J.L., McKeown, M.J., Appel-Cresswell, S., Stoessl, A.J., Barton, J.J.S.",9,6602626118| 57105813000| 26649645100| 56304583000| 57199173174| 7005375626| 36237882900| 7004896118| 13612305800,2019,2019-09-01,Parkinsonism and Related Disorders,English,0,"Cherkasova, M.V., Corrow, J.C., Taylor, A. and 6 more (...) (2019).Dopamine replacement remediates risk aversion in Parkinson's disease in a value-independent manner. Parkinsonism and Related Disorders,66189-194",https://www.scopus.com/record/display.url?eid=2-s2.0-85071392193&origin=resultslist,10.1016/j.parkreldis.2019.08.014,Article,Green,2-s2.0-85071392193,University of British Columbia,1,60010365| 60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,6602626118,13612305800,6602626118,-,Canada,A. Jon Stoessl
Dopamine replacement remediates risk aversion in Parkinson's disease in a value-independent manner,"Cherkasova, M.V., Corrow, J.C., Taylor, A., Yeung, S.C., Stubbs, J.L., McKeown, M.J., Appel-Cresswell, S., Stoessl, A.J., Barton, J.J.S.",9,6602626118| 57105813000| 26649645100| 56304583000| 57199173174| 7005375626| 36237882900| 7004896118| 13612305800,2019,2019-09-01,Parkinsonism and Related Disorders,English,0,"Cherkasova, M.V., Corrow, J.C., Taylor, A. and 6 more (...) (2019).Dopamine replacement remediates risk aversion in Parkinson's disease in a value-independent manner. Parkinsonism and Related Disorders,66189-194",https://www.scopus.com/record/display.url?eid=2-s2.0-85071392193&origin=resultslist,10.1016/j.parkreldis.2019.08.014,Article,Green,2-s2.0-85071392193,University of British Columbia,1,60010365| 60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,6602626118,13612305800,6602626118,-,Canada,Silke Appel-Cresswell
False discovery rate controller for functional brain parcellation,"Wong, A., McKeown, M.J., Moradi, M., Wang, Z.J.",4,56199466800| 7005375626| 57208604625| 11241026700,2016,2016-10-31,Canadian Conference on Electrical and Computer Engineering,English,0,"Wong, A., McKeown, M.J., Moradi, M. and 1 more (...) (2016).False discovery rate controller for functional brain parcellation. Canadian Conference on Electrical and Computer Engineering,2016-",https://www.scopus.com/record/display.url?eid=2-s2.0-85006910721&origin=resultslist,10.1109/CCECE.2016.7726782,Conference Paper,,2-s2.0-85006910721,University of British Columbia,1,60010365| 60010365,The University of British Columbia| The University of British Columbia,56199466800,11241026700,-,-,Canada,Z. Jane Wang
False discovery rate controller for functional brain parcellation,"Wong, A., McKeown, M.J., Moradi, M., Wang, Z.J.",4,56199466800| 7005375626| 57208604625| 11241026700,2016,2016-10-31,Canadian Conference on Electrical and Computer Engineering,English,0,"Wong, A., McKeown, M.J., Moradi, M. and 1 more (...) (2016).False discovery rate controller for functional brain parcellation. Canadian Conference on Electrical and Computer Engineering,2016-",https://www.scopus.com/record/display.url?eid=2-s2.0-85006910721&origin=resultslist,10.1109/CCECE.2016.7726782,Conference Paper,,2-s2.0-85006910721,University of British Columbia,1,60010365| 60010365,The University of British Columbia| The University of British Columbia,56199466800,11241026700,-,-,Canada,Martin McKeown
Brain connectivity assessed with functional MRI,"Liu, A., Li, J., McKeown, M.J., Wang, Z.J.",4,54397386900| 27170140900| 7005375626| 11241026700,2013,2013-01-01,Medical Imaging: Technology and Applications,English,0,"Liu, A., Li, J., McKeown, M.J. and 1 more (...) (2013).Brain connectivity assessed with functional MRI. Medical Imaging: Technology and Applications,593-618",https://www.scopus.com/record/display.url?eid=2-s2.0-85054710841&origin=resultslist,10.1201/b15511,Chapter,,2-s2.0-85054710841,University of California at Los Angeles| University of British Columbia,2,60010365| 60027550| 60010365| 60010365| 60010365| 60010365,"The University of British Columbia| University of California, Los Angeles| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia",54397386900,11241026700,-,-,United States| Canada,Z. Jane Wang
Brain connectivity assessed with functional MRI,"Liu, A., Li, J., McKeown, M.J., Wang, Z.J.",4,54397386900| 27170140900| 7005375626| 11241026700,2013,2013-01-01,Medical Imaging: Technology and Applications,English,0,"Liu, A., Li, J., McKeown, M.J. and 1 more (...) (2013).Brain connectivity assessed with functional MRI. Medical Imaging: Technology and Applications,593-618",https://www.scopus.com/record/display.url?eid=2-s2.0-85054710841&origin=resultslist,10.1201/b15511,Chapter,,2-s2.0-85054710841,University of California at Los Angeles| University of British Columbia,2,60010365| 60027550| 60010365| 60010365| 60010365| 60010365,"The University of British Columbia| University of California, Los Angeles| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia",54397386900,11241026700,-,-,United States| Canada,Martin McKeown
"Corrigendum to “Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response” [Neurosci. Biobehav. Rev. 105 (2019) 1–23] (Neuroscience and Biobehavioral Reviews (2019) 105 (1–23), (S0149763419303483), (10.1016/j.neubiorev.2019.07.007))","Aleksandrova, L.R., Wang, Y.T., Phillips, A.G.",3,55628280800| 8908521300| 7401658611,2020,2020-09-01,Neuroscience and Biobehavioral Reviews,English,0,"Aleksandrova, L.R., Wang, Y.T., Phillips, A.G. (2020).Corrigendum to “Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response” [Neurosci. Biobehav. Rev. 105 (2019) 1–23] (Neuroscience and Biobehavioral Reviews (2019) 105 (1–23), (S0149763419303483), (10.1016/j.neubiorev.2019.07.007)). Neuroscience and Biobehavioral Reviews,116162-163",https://www.scopus.com/record/display.url?eid=2-s2.0-85087199261&origin=resultslist,10.1016/j.neubiorev.2020.05.011,Erratum,,2-s2.0-85087199261,University of British Columbia,1,60083635| 60010365| 60010365,Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia,55628280800,7401658611,8908521300| 7401658611,-,Canada,YuTian Wang
